"","UNIQID","fguild_3_sor","fguild_4_sor","fguild_7_sor","count_prey","taxa_PRED","family_PRED","Pred","pred.size.class","common_PRED","midS","Lm","midL","Loo","N.recs","N.obs","N.guts","Size","Acanthocephala","Annelida","Arthropoda","Ascomycota","Brachiopoda","Bryozoa","Cephalorhyncha","Chaetognatha","Charophyta","Chlorophyta","Chordata","Ciliophora","Cnidaria","Ctenophora","Echinodermata","Entoprocta","Foraminifera","Haptophyta","Hemichordata","Magnoliophyta","Mollusca","Myzozoa","Nematoda","Nemertea","Ochrophyta","Phoronida","Platyhelminthes","Porifera","Rhodophyta","Sipuncula","Tracheophyta","F.guild"
"136","PLA.L","3","3","6",7,"Hippoglossoides platessoides","Pleuronectidae","PLA","L","American plaice (lr dab)",15.9650190757918,31.9300381515836,47.2545015930864,62.5789650345892,2,136,35,62.5789650345892,0,20,40,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,"GB"
"137","PLA.M","3","3","6",8,"Hippoglossoides platessoides","Pleuronectidae","PLA","M","American plaice (lr dab)",15.9650190757918,31.9300381515836,47.2545015930864,62.5789650345892,4,138,37,39.592269872335,0,16.6666666666667,33.3333333333333,0,0,0,0,0,0,0,16.6666666666667,0,0,0,8.33333333333333,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,"GB"
"138","PLA.S","3","3","6",18,"Hippoglossoides platessoides","Pleuronectidae","PLA","S","American plaice (lr dab)",15.9650190757918,31.9300381515836,47.2545015930864,62.5789650345892,28,934,182,9.4825095378959,0,4.65116279069767,58.1395348837209,0,0,0,0,0,0,0,11.6279069767442,0,0,0,9.30232558139535,0,4.65116279069767,0,0,0,9.30232558139535,0,2.32558139534884,0,0,0,0,0,0,0,0,"GB"
"139","PLA.Sm","2","4","5",20,"Hippoglossoides platessoides","Pleuronectidae","PLA","Sm","American plaice (lr dab)",15.9650190757918,31.9300381515836,47.2545015930864,62.5789650345892,299,4997,1949,23.9475286136877,0,9.09090909090909,49.3506493506493,0,0,0,0,0,0,0,19.4805194805195,0,0,0,7.79220779220779,0,0,0,0,0,12.987012987013,0,1.2987012987013,0,0,0,0,0,0,0,0,"PI"
"140","PLE.L","3","3","7",21,"Pleuronectes platessa","Pleuronectidae","PLE","L","European plaice",12.283966173619,24.5679323472381,39.3677143721879,54.1674963971377,564,30381,3745,54.1674963971377,0,20.2127659574468,26.5957446808511,0,0,1.06382978723404,1.06382978723404,0,0,0,8.51063829787234,0,5.31914893617021,0,9.57446808510638,0,0,0,0,0,26.5957446808511,0,0,1.06382978723404,0,0,0,0,0,0,0,"SB"
"141","PLE.Lv","3","3","4",21,"Pleuronectes platessa","Pleuronectidae","PLE","Lv","European plaice",12.283966173619,24.5679323472381,39.3677143721879,54.1674963971377,97,41783,2454,3,0,18.75,58.3333333333333,0,0,0,0,0,0,0,4.16666666666667,0,0,2.08333333333333,0,0,0,0,0,0,14.5833333333333,0,2.08333333333333,0,0,0,0,0,0,0,0,"CB"
"142","PLE.M","3","3","7",21,"Pleuronectes platessa","Pleuronectidae","PLE","M","European plaice",12.283966173619,24.5679323472381,39.3677143721879,54.1674963971377,1982,48036,10318,31.967823359713,0,23.8095238095238,26.1904761904762,0,0,0.793650793650794,0.793650793650794,0,0,0,8.73015873015873,0,3.96825396825397,0.793650793650794,8.73015873015873,0,0,0,0,0,22.2222222222222,0,0.793650793650794,0.793650793650794,0,0.793650793650794,0.793650793650794,0,0,0.793650793650794,0,"SB"
"143","PLE.S","3","3","4",20,"Pleuronectes platessa","Pleuronectidae","PLE","S","European plaice",12.283966173619,24.5679323472381,39.3677143721879,54.1674963971377,237,36090,5128,7.64198308680952,0,22.3214285714286,37.5,0,0,0,0,0,0,0.892857142857143,3.57142857142857,0,2.67857142857143,0.892857142857143,6.25,0,0.892857142857143,0,0,0,17.8571428571429,0,0.892857142857143,0.892857142857143,4.46428571428571,0,0,0.892857142857143,0,0,0,"CB"
"144","PLE.Sm","3","3","7",21,"Pleuronectes platessa","Pleuronectidae","PLE","Sm","European plaice",12.283966173619,24.5679323472381,39.3677143721879,54.1674963971377,949,18387,8283,18.4259492604286,0,23.3576642335766,27.7372262773723,0,0,0.72992700729927,0,0,0,0.72992700729927,6.56934306569343,0,3.64963503649635,0,7.2992700729927,0,0,0,0,0,21.8978102189781,0,0.72992700729927,0.72992700729927,4.37956204379562,0.72992700729927,0.72992700729927,0,0,0.72992700729927,0,"SB"
"145","POD.L","2","2","3",21,"Trisopterus minutus","Gadidae","POD","L","Poor cod",6.8133960982373,13.6267921964746,18.8408825728649,24.0549729492552,147,44096,613,24.0549729492552,0,11.9047619047619,52.3809523809524,0,0,0,0,2.38095238095238,0,0,19.047619047619,0,0,0,0,0,0,0,0,0,9.52380952380952,0,2.38095238095238,2.38095238095238,0,0,0,0,0,0,0,"ZB"
"146","POD.M","2","2","3",21,"Trisopterus minutus","Gadidae","POD","M","Poor cod",6.8133960982373,13.6267921964746,18.8408825728649,24.0549729492552,212,44469,769,16.2338373846697,0,8.16326530612245,61.2244897959184,0,0,0,0,2.04081632653061,0,0,18.3673469387755,0,0,0,0,0,0,0,0,0,8.16326530612245,0,2.04081632653061,0,0,0,0,0,0,0,0,"ZB"
"147","POD.Sm","2","2","3",21,"Trisopterus minutus","Gadidae","POD","Sm","Poor cod",6.8133960982373,13.6267921964746,18.8408825728649,24.0549729492552,161,2020,299,10.220094147356,0,8.57142857142857,71.4285714285714,0,0,0,0,0,0,0,14.2857142857143,0,0,0,0,0,0,0,0,0,2.85714285714286,0,2.85714285714286,0,0,0,0,0,0,0,0,"ZB"
"148","POG.L","3","3","4",20,"Agonus cataphractus","Agonidae","POG","L","Pogge (armed bullhead)",4.10392720560155,8.2078544112031,11.5850179815974,14.9621815519917,12,135,76,14.9621815519917,0,4.16666666666667,87.5,0,0,0,0,0,0,0,4.16666666666667,0,0,0,4.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CB"
"149","POG.M","3","3","4",21,"Agonus cataphractus","Agonidae","POG","M","Pogge (armed bullhead)",4.10392720560155,8.2078544112031,11.5850179815974,14.9621815519917,20,253,118,9.89643619640025,0,12.5,83.3333333333333,0,0,0,0,0,0,0,0,0,0,0,4.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CB"
"150","POK.L","2","4","5",21,"Pollachius virens","Gadidae","POK","L","Saithe",31.031126787499,62.062253574998,90.4475325743255,118.832811573653,304,135397,1300,118.832811573653,0,0,27.2727272727273,0,0,0,0,0,0,0,33.3333333333333,0,3.03030303030303,0,12.1212121212121,0,0,0,0,0,21.2121212121212,0,3.03030303030303,0,0,0,0,0,0,0,0,"PI"
"151","POK.Lv","1","1","2",9,"Pollachius virens","Gadidae","POK","Lv","Saithe",31.031126787499,62.062253574998,90.4475325743255,118.832811573653,30,277,92,3,0,0,75,0,0,0,0,0,0,0,8.33333333333333,0,0,0,0,0,0,0,0,0,16.6666666666667,0,0,0,0,0,0,0,0,0,0,"ZP"
"152","POK.M","2","4","5",21,"Pollachius virens","Gadidae","POK","M","Saithe",31.031126787499,62.062253574998,90.4475325743255,118.832811573653,823,214316,3455,76.2548930746618,0,5.88235294117647,35.2941176470588,0,0,0,0,0,0,0,32.3529411764706,0,0,0,8.82352941176471,0,0,0,0,0,14.7058823529412,0,2.94117647058824,0,0,0,0,0,0,0,0,"PI"
"153","POK.S","1","1","1",20,"Pollachius virens","Gadidae","POK","S","Saithe",31.031126787499,62.062253574998,90.4475325743255,118.832811573653,817,295989,11773,17.0155633937495,0,7.14285714285714,46.4285714285714,0,0,0,0,1.78571428571429,0,0,25,0,1.78571428571429,0,3.57142857142857,0,0,0,0,0,8.92857142857143,0,3.57142857142857,1.78571428571429,0,0,0,0,0,0,0,"GP"
"154","POK.Sm","2","4","5",20,"Pollachius virens","Gadidae","POK","Sm","Saithe",31.031126787499,62.062253574998,90.4475325743255,118.832811573653,1207,333762,8692,46.5466901812485,0,10.9090909090909,23.6363636363636,0,0,0,0,1.81818181818182,0,0,34.5454545454545,0,1.81818181818182,0,5.45454545454545,1.81818181818182,0,0,0,0,12.7272727272727,0,3.63636363636364,1.81818181818182,1.81818181818182,0,0,0,0,0,0,"PI"
"155","POL.L","2","4","5",16,"Pollachius pollachius","Gadidae","POL","L","Pollack",20.2408829523924,40.4817659047848,59.5491518742501,78.6165378437153,60,199,79,78.6165378437153,0,0,26.3157894736842,0,0,0,0,0,0,0,47.3684210526316,0,0,0,0,0,0,0,0,0,26.3157894736842,0,0,0,0,0,0,0,0,0,0,"PI"
"156","POL.Lv","1","1","2",13,"Pollachius pollachius","Gadidae","POL","Lv","Pollack",20.2408829523924,40.4817659047848,59.5491518742501,78.6165378437153,16,139,85,3,0,0,93.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667,0,0,0,0,0,0,0,0,0,0,"ZP"
"157","POL.M","2","4","5",19,"Pollachius pollachius","Gadidae","POL","M","Pollack",20.2408829523924,40.4817659047848,59.5491518742501,78.6165378437153,42,6962,350,50.0154588895174,4,8,36,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0,0,"PI"
"158","POL.S","1","1","2",21,"Pollachius pollachius","Gadidae","POL","S","Pollack",20.2408829523924,40.4817659047848,59.5491518742501,78.6165378437153,37,7964,384,11.6204414761962,0,9.67741935483871,58.0645161290323,0,0,0,0,0,0,0,22.5806451612903,0,0,0,0,0,0,0,0,0,9.67741935483871,0,0,0,0,0,0,0,0,0,0,"ZP"
"159","POL.Sm","2","4","5",16,"Pollachius pollachius","Gadidae","POL","Sm","Pollack",20.2408829523924,40.4817659047848,59.5491518742501,78.6165378437153,25,14586,442,30.3613244285886,0,9.52380952380952,42.8571428571429,0,0,0,0,0,0,0,28.5714285714286,0,0,0,0,0,0,0,0,0,14.2857142857143,0,4.76190476190476,0,0,0,0,0,0,0,0,"PI"
"160","RED.Lv","1","1","2",5,"Sebastes","Sebastidae","RED","Lv","Redfishes",13.2045203692048,26.4090407384095,32.208961857358,38.0088829763065,1,315,39,3,0,0,71.4285714285714,0,0,0,0,0,0,0,14.2857142857143,0,0,0,0,0,0,0,0,0,14.2857142857143,0,0,0,0,0,0,0,0,0,0,"ZP"
"161","SDF.L","2","2","3",12,"Arnoglossus laterna","Bothidae","SDF","L","Scald fish",3.73052435655809,7.46104871311618,11.5677460858659,15.6744434586157,23,484,174,15.6744434586157,0,5.26315789473684,57.8947368421053,0,0,0,0,5.26315789473684,0,0,15.7894736842105,0,0,0,0,5.26315789473684,0,0,0,0,5.26315789473684,0,0,5.26315789473684,0,0,0,0,0,0,0,"ZB"
"162","SDF.Lv","1","1","2",7,"Arnoglossus laterna","Bothidae","SDF","Lv","Scald fish",3.73052435655809,7.46104871311618,11.5677460858659,15.6744434586157,10,41,95,3,0,0,50,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,"ZP"
"163","SDF.M","2","2","3",12,"Arnoglossus laterna","Bothidae","SDF","M","Scald fish",3.73052435655809,7.46104871311618,11.5677460858659,15.6744434586157,23,422,116,9.51439739949106,0,0,68.75,0,0,0,0,0,0,0,18.75,0,0,0,0,6.25,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,"ZB"
"164","SDR.M","2","2","3",21,"Raja montagui","Rajidae","SDR","M","Spotted ray",28.7754457490943,57.5508914981886,68.7244477909839,79.8980040837793,30,310,64,63.1376696445863,0,10.3448275862069,65.5172413793103,0,0,0,0,0,0,0,13.7931034482759,0,0,0,3.44827586206897,0,0,0,0,0,6.89655172413793,0,0,0,0,0,0,0,0,0,0,"ZB"
"165","SDR.S","2","2","3",18,"Raja montagui","Rajidae","SDR","S","Spotted ray",28.7754457490943,57.5508914981886,68.7244477909839,79.8980040837793,29,1487,101,15.8877228745471,0,8.69565217391304,78.2608695652174,0,0,0,0,0,0,0,8.69565217391304,0,0,0,0,0,0,0,0,0,4.34782608695652,0,0,0,0,0,0,0,0,0,0,"ZB"
"166","SDR.Sm","2","2","3",21,"Raja montagui","Rajidae","SDR","Sm","Spotted ray",28.7754457490943,57.5508914981886,68.7244477909839,79.8980040837793,118,3000,258,43.1631686236414,0,12.8205128205128,64.1025641025641,0,0,0,0,0,0,0,10.2564102564103,0,2.56410256410256,0,0,0,0,0,0,0,7.69230769230769,0,2.56410256410256,0,0,0,0,0,0,0,0,"ZB"
"167","SHY.L","3","3","6",7,"Lipophrys pholis","Blenniidae","SHY","L","Shanny",4.18547002590264,8.37094005180529,12.1525857037353,15.9342313556654,32,11780,1659,15.9342313556654,0,6.25,37.5,0,0,0,0,0,0,0,12.5,0,6.25,0,6.25,6.25,6.25,0,0,0,12.5,0,0,0,6.25,0,0,0,0,0,0,"GB"
"168","SHY.Lv","3","3","4",20,"Lipophrys pholis","Blenniidae","SHY","Lv","Shanny",4.18547002590264,8.37094005180529,12.1525857037353,15.9342313556654,54,964,89,3,0,4,48,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,36,0,4,0,0,0,0,0,4,0,0,"CB"
"169","SHY.M","3","3","6",7,"Lipophrys pholis","Blenniidae","SHY","M","Shanny",4.18547002590264,8.37094005180529,12.1525857037353,15.9342313556654,33,12271,1743,10.2617628777703,0,6.25,37.5,0,0,0,0,0,0,0,12.5,0,6.25,0,6.25,6.25,6.25,0,0,0,12.5,0,0,0,6.25,0,0,0,0,0,0,"GB"
"170","SHY.S","3","3","4",21,"Lipophrys pholis","Blenniidae","SHY","S","Shanny",4.18547002590264,8.37094005180529,12.1525857037353,15.9342313556654,106,3180,365,3.59273501295132,0,2.7027027027027,40.5405405405405,0,0,0,0,0,0,2.7027027027027,2.7027027027027,0,2.7027027027027,0,2.7027027027027,2.7027027027027,0,0,0,0,35.1351351351351,0,2.7027027027027,0,2.7027027027027,0,0,0,2.7027027027027,0,0,"CB"
"171","SHY.Sm","3","3","4",21,"Lipophrys pholis","Blenniidae","SHY","Sm","Shanny",4.18547002590264,8.37094005180529,12.1525857037353,15.9342313556654,45,4350,766,6.27820503885397,0,3.03030303030303,45.4545454545455,0,0,0,0,0,0,3.03030303030303,0,0,3.03030303030303,0,3.03030303030303,3.03030303030303,0,0,0,0,30.3030303030303,0,3.03030303030303,0,3.03030303030303,0,0,0,3.03030303030303,0,0,"CB"
"172","SKT.S","2","4","5",17,"Dipturus batis","Rajidae","SKT","S","Common skate",67.3109927477325,134.621985495465,184.600361671917,234.57873784837,27,155,58,35.1554963738662,0,5,55,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,"PI"
"173","SKT.Sm","2","4","5",18,"Dipturus batis","Rajidae","SKT","Sm","Common skate",67.3109927477325,134.621985495465,184.600361671917,234.57873784837,21,109,38,100.966489121599,0,4.16666666666667,37.5,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,8.33333333333333,0,0,0,0,0,0,0,0,0,0,"PI"
"174","SOL.L","3","3","7",21,"Solea solea","Soleidae","SOL","L","Sole (dover sole)",9.6279246653654,19.2558493307308,27.7478160469395,36.2397827631482,95,995,523,36.2397827631482,0,25,28.5714285714286,0,0,1.78571428571429,0,0,0,0,10.7142857142857,0,1.78571428571429,0,10.7142857142857,0,0,0,0,0,19.6428571428571,0,0,1.78571428571429,0,0,0,0,0,0,0,"SB"
"175","SOL.M","3","3","7",21,"Solea solea","Soleidae","SOL","M","Sole (dover sole)",9.6279246653654,19.2558493307308,27.7478160469395,36.2397827631482,54,1923,815,23.5018326888352,0,25.4545454545455,25.4545454545455,0,0,1.81818181818182,0,0,0,0,9.09090909090909,0,1.81818181818182,1.81818181818182,9.09090909090909,1.81818181818182,0,0,0,0,20,0,0,1.81818181818182,0,0,0,0,0,1.81818181818182,0,"SB"
"176","SOL.S","3","3","4",7,"Solea solea","Soleidae","SOL","S","Sole (dover sole)",9.6279246653654,19.2558493307308,27.7478160469395,36.2397827631482,10,122,106,6.3139623326827,0,40,50,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CB"
"177","SOL.Sm","3","3","4",19,"Solea solea","Soleidae","SOL","Sm","Sole (dover sole)",9.6279246653654,19.2558493307308,27.7478160469395,36.2397827631482,34,1397,688,14.4418869980481,0,30.7692307692308,42.3076923076923,0,0,0,0,0,0,0,7.69230769230769,0,3.84615384615385,0,3.84615384615385,0,0,0,0,0,7.69230769230769,0,0,3.84615384615385,0,0,0,0,0,0,0,"CB"
"178","SOT.M","2","2","3",4,"Buglossidium luteum","Soleidae","SOT","M","Solenette",4.07246190406547,8.14492380813095,10.3185670791851,12.4922103502392,4,1173,268,9.23174544365801,0,20,40,0,0,0,0,0,0,0,10,0,0,0,10,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,"ZB"
"179","SPR.L","1","1","2",20,"Sprattus sprattus","Clupeidae","SPR","L","Sprat",5.3249648296581,10.6499296593162,12.6925085185829,14.7350873778496,57,2509,226,14.7350873778496,0,4.16666666666667,50,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,0,0,0,8.33333333333333,0,0,0,4.16666666666667,0,0,0,0,0,0,"ZP"
"180","SPR.Lv","1","1","2",4,"Sprattus sprattus","Clupeidae","SPR","Lv","Sprat",5.3249648296581,10.6499296593162,12.6925085185829,14.7350873778496,6,1366,40,3,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ZP"
"181","SPR.M","1","1","2",20,"Sprattus sprattus","Clupeidae","SPR","M","Sprat",5.3249648296581,10.6499296593162,12.6925085185829,14.7350873778496,123,15596,163,11.6712190889496,0,3.84615384615385,61.5384615384615,0,0,0,0,0,0,0,23.0769230769231,0,0,0,0,0,0,0,0,0,3.84615384615385,0,3.84615384615385,0,3.84615384615385,0,0,0,0,0,0,"ZP"
"182","SPR.S","1","1","2",10,"Sprattus sprattus","Clupeidae","SPR","S","Sprat",5.3249648296581,10.6499296593162,12.6925085185829,14.7350873778496,11,35061,328,4.16248241482905,0,0,61.5384615384615,0,0,0,0,7.69230769230769,0,0,23.0769230769231,0,0,0,0,0,0,0,0,0,7.69230769230769,0,0,0,0,0,0,0,0,0,0,"ZP"
"183","SPR.Sm","1","1","2",21,"Sprattus sprattus","Clupeidae","SPR","Sm","Sprat",5.3249648296581,10.6499296593162,12.6925085185829,14.7350873778496,263,122218,1055,7.98744724448715,0,3.33333333333333,53.3333333333333,0,0,0,0,3.33333333333333,0,0,26.6666666666667,0,0,0,0,0,0,0,0,0,3.33333333333333,0,3.33333333333333,0,6.66666666666667,0,0,0,0,0,0,"ZP"
"184","SSN.M","3","3","6",8,"Taurulus bubalis","Cottidae","SSN","M","Sea scorpion",5.6981520759739,11.3963041519478,15.1550961168402,18.9138880817325,11,969,356,13.275700134394,0,6.25,37.5,0,0,0,0,0,0,0,18.75,0,6.25,0,0,0,6.25,0,0,0,12.5,0,0,0,6.25,0,0,6.25,0,0,0,"GB"
"185","SSN.S","3","3","4",18,"Taurulus bubalis","Cottidae","SSN","S","Sea scorpion",5.6981520759739,11.3963041519478,15.1550961168402,18.9138880817325,76,1849,450,4.34907603798695,0,8,44,0,0,0,0,0,0,0,8,0,4,0,4,0,0,0,0,0,20,0,4,0,8,0,0,0,0,0,0,"CB"
"186","SSN.Sm","3","3","6",4,"Taurulus bubalis","Cottidae","SSN","Sm","Sea scorpion",5.6981520759739,11.3963041519478,15.1550961168402,18.9138880817325,24,2510,743,8.54722811396085,0,7.69230769230769,38.4615384615385,0,0,0,0,0,0,0,7.69230769230769,0,7.69230769230769,0,0,0,7.69230769230769,0,0,0,7.69230769230769,0,7.69230769230769,0,7.69230769230769,0,0,7.69230769230769,0,0,0,"GB"
"187","SYP.Lv","1","1","2",7,"Gadiculus argenteus","Gadidae","SYP","Lv","Silvery pout",4.75188112873566,9.50376225747132,13.2759061377353,17.0480500179992,1,553,91,3,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ZP"
"188","SYR.M","2","4","5",21,"Amblyraja radiata","Rajidae","SYR","M","Starry ray",27.0079221518029,54.0158443036058,72.0755940738437,90.1353438440816,39,217,118,63.0457191887248,0,20,44,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,"PI"
"189","SYR.S","2","4","5",20,"Amblyraja radiata","Rajidae","SYR","S","Starry ray",27.0079221518029,54.0158443036058,72.0755940738437,90.1353438440816,232,2142,732,15.0039610759015,0,13.2075471698113,54.7169811320755,0,0,0,1.88679245283019,0,0,0,20.7547169811321,0,0,0,3.77358490566038,0,0,0,0,0,3.77358490566038,0,1.88679245283019,0,0,0,0,0,0,0,0,"PI"
"190","SYR.Sm","2","4","5",21,"Amblyraja radiata","Rajidae","SYR","Sm","Starry ray",27.0079221518029,54.0158443036058,72.0755940738437,90.1353438440816,723,4813,2701,40.5118832277044,0,12.3456790123457,50.6172839506173,0,0,0,2.46913580246914,0,0,0,28.3950617283951,0,0,0,1.23456790123457,0,0,0,0,0,3.7037037037037,0,1.23456790123457,0,0,0,0,0,0,0,0,"PI"
"191","TBS.M","2","2","3",5,"Microchirus variegatus","Soleidae","TBS","M","Thickback sole",6.7237352316242,13.4474704632484,16.9856093170922,20.5237481709361,14,1302,405,15.2165398901703,0,9.09090909090909,45.4545454545455,0,0,0,0,0,0,0,9.09090909090909,0,9.09090909090909,0,9.09090909090909,0,9.09090909090909,0,0,0,9.09090909090909,0,0,0,0,0,0,0,0,0,0,"ZB"
"192","TBS.Sm","2","2","3",7,"Microchirus variegatus","Soleidae","TBS","Sm","Thickback sole",6.7237352316242,13.4474704632484,16.9856093170922,20.5237481709361,7,1275,407,10.0856028474363,0,7.69230769230769,53.8461538461538,0,0,0,0,0,0,0,7.69230769230769,0,7.69230769230769,0,7.69230769230769,0,7.69230769230769,0,0,0,7.69230769230769,0,0,0,0,0,0,0,0,0,0,"ZB"
"193","THR.M","2","2","3",20,"Raja clavata","Rajidae","THR","M","Thornback ray (roker)",39.2056906804486,78.4113813608972,98.2226445116661,118.033907662435,37,2794,976,88.3170129362816,0,8.06451612903226,41.9354838709677,0,0,0,0,0,0,0,24.1935483870968,0,1.61290322580645,0,1.61290322580645,0,0,0,0,0,16.1290322580645,0,1.61290322580645,0,1.61290322580645,0,0,0,1.61290322580645,0,1.61290322580645,"ZB"
"194","THR.S","2","2","3",21,"Raja clavata","Rajidae","THR","S","Thornback ray (roker)",39.2056906804486,78.4113813608972,98.2226445116661,118.033907662435,166,2084,514,21.1028453402243,0,12.7659574468085,55.3191489361702,0,0,0,0,0,0,0,19.1489361702128,0,0,0,0,0,0,0,0,0,10.6382978723404,0,0,0,2.12765957446809,0,0,0,0,0,0,"ZB"
"195","THR.Sm","2","2","3",21,"Raja clavata","Rajidae","THR","Sm","Thornback ray (roker)",39.2056906804486,78.4113813608972,98.2226445116661,118.033907662435,218,5569,1412,58.8085360206729,0,8.64197530864197,46.9135802469136,0,0,0,0,0,0,0,20.9876543209877,0,1.23456790123457,0,1.23456790123457,0,0,0,0,0,14.8148148148148,0,1.23456790123457,0,2.46913580246914,0,0,0,1.23456790123457,0,1.23456790123457,"ZB"
"196","TRS.L","3","3","6",7,"Salmo trutta","Salmonidae","TRS","L","Sea trout (brown trout)",12.2293940008538,24.4587880017075,38.7443335466554,53.0298790916034,13,191,129,53.0298790916034,0,11.1111111111111,11.1111111111111,0,0,0,0,0,0,0,66.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1111111111111,0,0,"GB"
"197","TRS.M","3","3","6",7,"Salmo trutta","Salmonidae","TRS","M","Sea trout (brown trout)",12.2293940008538,24.4587880017075,38.7443335466554,53.0298790916034,4,183,120,31.6015607741815,0,12.5,12.5,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GB"
"198","TUB.L","2","4","5",21,"Chelidonichthys lucerna","Triglidae","TUB","L","Tub gurnard",12.2153497948792,24.4306995897584,36.1021955255029,47.7736914612474,56,601,223,47.7736914612474,0,7.31707317073171,39.0243902439024,0,0,0,0,0,0,0,31.7073170731707,0,0,0,4.8780487804878,0,0,0,0,0,14.6341463414634,0,2.4390243902439,0,0,0,0,0,0,0,0,"PI"
"199","TUB.M","2","4","5",21,"Chelidonichthys lucerna","Triglidae","TUB","M","Tub gurnard",12.2153497948792,24.4306995897584,36.1021955255029,47.7736914612474,145,1371,485,30.2664475576306,0,4.54545454545455,45.4545454545455,0,0,0,0,0,0,0,31.8181818181818,0,0,0,4.54545454545455,0,0,0,0,0,11.3636363636364,0,2.27272727272727,0,0,0,0,0,0,0,0,"PI"
"200","TUB.Sm","2","2","3",21,"Chelidonichthys lucerna","Triglidae","TUB","Sm","Tub gurnard",12.2153497948792,24.4306995897584,36.1021955255029,47.7736914612474,33,308,96,18.3230246923188,0,3.57142857142857,64.2857142857143,0,0,0,0,0,0,0,32.1428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ZB"
"201","TUR.L","2","4","5",21,"Psetta maxima","Scophthalmidae","TUR","L","Turbot",13.1532845345358,26.3065690690716,41.0528542805036,55.7991394919355,101,1618,791,55.7991394919355,0,5.88235294117647,20.5882352941176,0,0,0,0,0,0,0,50,0,2.94117647058824,0,5.88235294117647,0,0,0,0,0,8.82352941176471,0,2.94117647058824,0,0,0,2.94117647058824,0,0,0,0,"PI"
"202","TUR.M","2","4","5",21,"Psetta maxima","Scophthalmidae","TUR","M","Turbot",13.1532845345358,26.3065690690716,41.0528542805036,55.7991394919355,225,3260,2381,33.6797116747876,0,2.94117647058824,29.4117647058824,0,0,0,0,0,0,0,47.0588235294118,0,0,0,8.82352941176471,0,0,0,0,0,8.82352941176471,0,2.94117647058824,0,0,0,0,0,0,0,0,"PI"
"203","TUR.S","2","4","5",19,"Psetta maxima","Scophthalmidae","TUR","S","Turbot",13.1532845345358,26.3065690690716,41.0528542805036,55.7991394919355,54,4445,1124,8.0766422672679,0,4.16666666666667,33.3333333333333,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,8.33333333333333,0,4.16666666666667,0,0,0,0,0,0,0,0,"PI"
"204","TUR.Sm","2","4","5",21,"Psetta maxima","Scophthalmidae","TUR","Sm","Turbot",13.1532845345358,26.3065690690716,41.0528542805036,55.7991394919355,94,896,517,19.7299268018037,0,3.33333333333333,20,0,0,0,0,0,0,0,60,0,0,0,6.66666666666667,0,0,0,0,0,6.66666666666667,0,3.33333333333333,0,0,0,0,0,0,0,0,"PI"
"205","WAF.Sm","2","4","5",8,"Lophius budegassa","Lophiidae","WAF","Sm","Black-bellied anglerfish",17.4561910363998,34.9123820727996,61.4568166437411,88.0012512146827,30,40,30,26.1842865545997,0,0,20,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,"PI"
"206","WEG.L","3","3","6",2,"Trachinus draco","Trachinidae","WEG","L","Greater weever fish",10.6865918946405,21.373183789281,29.9821503438247,38.5911168983685,2,12,41,38.5911168983685,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GB"
